"Area","Fishery","Sex","SizeClass","Year","CalendarYear","Timestep","ThisTimestep","VNotchedNumber","VNotchedWeight","LandedCatchNumber","LandedCatchWeight","DeadHandlingMNumber","DeadHandlingMWeight","ExploitationRateNumber","ExploitationRateWeight"
"Area 1","Fishery 1","Female",158,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1981,1981,5,5,0,0,270000,136699869.025,0,0,390.175,387.725
"Area 1","Fishery 1","Male",88,1981,1981,5,5,0,0,215000,131142513.125,0,0,695.795,705.51
"Area 1","Fishery 1","Male",93,1981,1981,5,5,0,0,60000,41424368.465,0,0,213.525,209.5
"Area 1","Fishery 1","Male",98,1981,1981,5,5,0,0,20000,16491628.815,0,0,190.475,192.5
"Area 1","Fishery 1","Male",103,1981,1981,5,5,0,0,5000,4754650.685,0,0,98.04,98.635
"Area 1","Fishery 1","Male",108,1981,1981,5,5,0,0,5000,5168317.265,0,0,131.58,126.98
"Area 1","Fishery 1","Male",113,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1981,1981,5,5,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1981,1981,6,6,0,0,470000,240424604.815,0,0,680.175,679.38
"Area 1","Fishery 1","Female",88,1981,1981,6,6,0,0,245000,146181061.82,0,0,824.915,814.25
"Area 1","Fishery 1","Female",93,1981,1981,6,6,0,0,130000,91338766.07,0,0,467.625,467.21
"Area 1","Fishery 1","Female",98,1981,1981,6,6,0,0,40000,32241739.64,0,0,254.775,252.615
"Area 1","Fishery 1","Female",103,1981,1981,6,6,0,0,20000,18838368.825,0,0,227.275,229.12
"Area 1","Fishery 1","Female",108,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",113,1981,1981,6,6,0,0,20000,24580908.06,0,0,645.16,650.22
"Area 1","Fishery 1","Female",118,1981,1981,6,6,0,0,10000,13822754.395,0,0,454.545,451.75
"Area 1","Fishery 1","Female",123,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1981,1981,6,6,0,0,3e+05,154465568.69,0,0,477.705,482.645
"Area 1","Fishery 1","Male",88,1981,1981,6,6,0,0,205000,124706618.155,0,0,773.585,783.945
"Area 1","Fishery 1","Male",93,1981,1981,6,6,0,0,130000,92420328.635,0,0,486.89,491.29
"Area 1","Fishery 1","Male",98,1981,1981,6,6,0,0,15000,12330685.11,0,0,148.515,149.695
"Area 1","Fishery 1","Male",103,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",108,1981,1981,6,6,0,0,5000,5224944.965,0,0,135.135,131.715
"Area 1","Fishery 1","Male",113,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1981,1981,6,6,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1981,1981,7,7,0,0,375000,192276243.61,0,0,278.395,279.54
"Area 1","Fishery 1","Female",88,1981,1981,7,7,0,0,130000,79682765.825,0,0,107.26,109.355
"Area 1","Fishery 1","Female",93,1981,1981,7,7,0,0,170000,119157338.69,0,0,227.575,229.445
"Area 1","Fishery 1","Female",98,1981,1981,7,7,0,0,25000,20024900.78,0,0,83.335,82.865
"Area 1","Fishery 1","Female",103,1981,1981,7,7,0,0,30000,27289692.69,0,0,134.53,130.66
"Area 1","Fishery 1","Female",108,1981,1981,7,7,0,0,25000,26411011.675,0,0,161.29,158.685
"Area 1","Fishery 1","Female",113,1981,1981,7,7,0,0,5000,6287200.695,0,0,64.935,66.795
"Area 1","Fishery 1","Female",118,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1981,1981,7,7,0,0,365000,185799454.68,0,0,323.58,324.485
"Area 1","Fishery 1","Male",88,1981,1981,7,7,0,0,190000,114022714.36,0,0,179.755,178.94
"Area 1","Fishery 1","Male",93,1981,1981,7,7,0,0,175000,123357869.745,0,0,240.055,244.05
"Area 1","Fishery 1","Male",98,1981,1981,7,7,0,0,10000,7658169.49,0,0,34.13,32.31
"Area 1","Fishery 1","Male",103,1981,1981,7,7,0,0,10000,9292967.635,0,0,71.43,70.485
"Area 1","Fishery 1","Male",108,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",113,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1981,1981,7,7,0,0,5000,7314840.53,0,0,151.515,159.605
"Area 1","Fishery 1","Male",123,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1981,1981,7,7,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1981,1981,8,8,0,0,845000,431109655.12,0,0,747.125,746.995
"Area 1","Fishery 1","Female",88,1981,1981,8,8,0,0,1010000,605175987.375,0,0,919.855,917.01
"Area 1","Fishery 1","Female",93,1981,1981,8,8,0,0,370000,257910322.855,0,0,539.36,541.68
"Area 1","Fishery 1","Female",98,1981,1981,8,8,0,0,55000,44009168.99,0,0,215.685,214.145
"Area 1","Fishery 1","Female",103,1981,1981,8,8,0,0,55000,51768421.015,0,0,254.63,255.52
"Area 1","Fishery 1","Female",108,1981,1981,8,8,0,0,30000,32079933.46,0,0,192.31,190.975
"Area 1","Fishery 1","Female",113,1981,1981,8,8,0,0,15000,18244490.4,0,0,182.925,182.135
"Area 1","Fishery 1","Female",118,1981,1981,8,8,0,0,5000,6745811.275,0,0,98.04,95.93
"Area 1","Fishery 1","Female",123,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1981,1981,8,8,0,0,745000,377783087.445,0,0,805.405,804.445
"Area 1","Fishery 1","Male",88,1981,1981,8,8,0,0,840000,507303983.105,0,0,893.615,893.97
"Area 1","Fishery 1","Male",93,1981,1981,8,8,0,0,465000,322252589.025,0,0,715.385,715.6
"Area 1","Fishery 1","Male",98,1981,1981,8,8,0,0,50000,39378033.935,0,0,181.16,176.15
"Area 1","Fishery 1","Male",103,1981,1981,8,8,0,0,25000,23610709.7,0,0,203.25,203.52
"Area 1","Fishery 1","Male",108,1981,1981,8,8,0,0,35000,37409214,0,0,231.79,231.155
"Area 1","Fishery 1","Male",113,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",118,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",123,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",128,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",133,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",138,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",143,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",148,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",153,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",158,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",163,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",168,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",173,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",178,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",183,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",188,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",193,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",198,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",203,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",208,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",213,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",218,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",223,1981,1981,8,8,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",53,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",58,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",63,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",68,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",73,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",78,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",83,1981,1981,9,9,0,0,820000,417343726.46,0,0,883.62,881.45
"Area 1","Fishery 1","Female",88,1981,1981,9,9,0,0,825000,495048636.705,0,0,942.855,940.125
"Area 1","Fishery 1","Female",93,1981,1981,9,9,0,0,415000,290465757.63,0,0,703.39,709.525
"Area 1","Fishery 1","Female",98,1981,1981,9,9,0,0,45000,37075721.535,0,0,191.49,195.94
"Area 1","Fishery 1","Female",103,1981,1981,9,9,0,0,35000,33495933.915,0,0,172.415,175.73
"Area 1","Fishery 1","Female",108,1981,1981,9,9,0,0,65000,69095271.03,0,0,445.205,439.61
"Area 1","Fishery 1","Female",113,1981,1981,9,9,0,0,10000,12323990.535,0,0,123.455,124.475
"Area 1","Fishery 1","Female",118,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",123,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",128,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",133,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",138,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",143,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",148,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",153,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",158,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",163,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",168,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",173,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",178,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",183,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",188,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",193,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",198,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",203,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",208,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",213,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",218,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Female",223,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",53,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",58,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",63,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",68,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",73,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",78,1981,1981,9,9,0,0,0,0,0,0,0,0
"Area 1","Fishery 1","Male",83,1981,1981,9,9,0,0,650000,328220067.625,0,0,863.215,858.245
"Area 1","Fishery 1","Male",88,1981,1981,9,9,0,0,780000,470373349.985,0,0,1052.63,1051.76
"Area 1","Fishery 1","Male",93,1981,1981,9,9,0,0,395000,273498306.995,0,0,731.48,731.99
